Date,Adj Close,Simple Stock Returns,Log returns
08-04-2021,274.226501,-0.003622434,-0.003629011
09-04-2021,272.681152,-0.005635301,-0.00565124
12-04-2021,260.617371,-0.044241345,-0.045249851
13-04-2021,259.171722,-0.005547017,-0.005562459
15-04-2021,254.735031,-0.017118731,-0.01726695
16-04-2021,256.23053,0.005870802,0.005853636
19-04-2021,249.251495,-0.027237328,-0.02761514
20-04-2021,247.755997,-0.005999956,-0.006018028
22-04-2021,250.148804,0.009657918,0.009611578
23-04-2021,254.435928,0.017138295,0.016993091
26-04-2021,253.48877,-0.00372258,-0.003729526
27-04-2021,257.078003,0.014159337,0.01406003
28-04-2021,262.860626,0.022493651,0.0222444
29-04-2021,262.312286,-0.002086048,-0.002088227
30-04-2021,258.822754,-0.013302968,-0.013392245
03-05-2021,257.177704,-0.006355894,-0.006376179
04-05-2021,255.931458,-0.004845856,-0.004857635
05-05-2021,269.440857,0.052785223,0.051439245
06-05-2021,263.458832,-0.022201625,-0.022451791
07-05-2021,261.564545,-0.007190068,-0.007216041
10-05-2021,259.52066,-0.007814075,-0.007844765
11-05-2021,259.171722,-0.001344548,-0.001345453
12-05-2021,258.075012,-0.004231596,-0.004240574
14-05-2021,256.429962,-0.006374309,-0.006394712
17-05-2021,257.726044,0.005054331,0.005041601
18-05-2021,258.075012,0.001354027,0.001353111
19-05-2021,258.324249,0.000965754,0.000965288
20-05-2021,254.037125,-0.016595902,-0.016735157
21-05-2021,265.801819,0.046310924,0.045270572
24-05-2021,271.484711,0.021380185,0.021154835
25-05-2021,267.646271,-0.014138697,-0.0142396
26-05-2021,288.18457,0.076736728,0.073934919
27-05-2021,294.6651,0.022487429,0.022238314
28-05-2021,288.334137,-0.021485283,-0.021719452
31-05-2021,282.850616,-0.019017939,-0.019201106
01-06-2021,280.05899,-0.009869613,-0.00991864
02-06-2021,287.038025,0.024919875,0.024614439
03-06-2021,291.125763,0.014241103,0.014140651
04-06-2021,307.028015,0.054623307,0.053183648
07-06-2021,327.167511,0.065594978,0.063533308
08-06-2021,333.199402,0.018436705,0.01826881
09-06-2021,320.986084,-0.036654682,-0.037343345
10-06-2021,325.123657,0.012890194,0.012807823
11-06-2021,319.390869,-0.017632639,-0.017789946
14-06-2021,316.449707,-0.00920866,-0.009251322
15-06-2021,317.396881,0.002993126,0.002988656
16-06-2021,330.607208,0.041620847,0.040778007
17-06-2021,341.773651,0.033775558,0.033217691
18-06-2021,346.010925,0.012397895,0.012321671
21-06-2021,357.2771,0.032560171,0.032041321
22-06-2021,350.198364,-0.019813013,-0.020011923
23-06-2021,336.140564,-0.040142392,-0.040970331
24-06-2021,331.90329,-0.012605661,-0.012685786
25-06-2021,327.965149,-0.011865327,-0.011936282
28-06-2021,341.474548,0.041191569,0.040365797
29-06-2021,338.682953,-0.008175119,-0.008208718
30-06-2021,351.89328,0.039004995,0.03826352
01-07-2021,347.506439,-0.012466396,-0.012544753
02-07-2021,349.998932,0.007172509,0.007146909
05-07-2021,355.033844,0.014385507,0.014283017
06-07-2021,341.574249,-0.037910738,-0.038648045
07-07-2021,348.553314,0.020432058,0.020226124
08-07-2021,341.474548,-0.020308991,-0.020518054
09-07-2021,338.533386,-0.008613122,-0.008650429
12-07-2021,340.826508,0.006773695,0.006750857
13-07-2021,339.630096,-0.003510326,-0.003516501
14-07-2021,336.090729,-0.010421241,-0.010475922
15-07-2021,331.703918,-0.013052461,-0.013138393
16-07-2021,335.841492,0.012473696,0.012396541
19-07-2021,330.906281,-0.01469506,-0.014804102
20-07-2021,323.129639,-0.023501041,-0.023781594
22-07-2021,326.419769,0.010182074,0.010130586
23-07-2021,324.724854,-0.00519244,-0.005205967
26-07-2021,333.398804,0.026711691,0.026361162
27-07-2021,337.735779,0.01300837,0.012924488
28-07-2021,330.756744,-0.020664186,-0.020880678
29-07-2021,330.906281,0.000452106,0.000452004
30-07-2021,333,0.006327227,0.006307294
02-08-2021,334.200012,0.00360364,0.003597162
03-08-2021,335.299988,0.00329137,0.003285966
04-08-2021,325.649994,-0.02878018,-0.029202451
05-08-2021,317.799988,-0.024105654,-0.02440095
06-08-2021,324.600006,0.021397163,0.021171457
09-08-2021,324,-0.001848447,-0.001850158
10-08-2021,323.350006,-0.002006154,-0.002008169
11-08-2021,319.149994,-0.012989058,-0.013074154
12-08-2021,303.850006,-0.047939804,-0.049127015
13-08-2021,306.350006,0.008227744,0.00819408
16-08-2021,310.700012,0.014199464,0.014099596
17-08-2021,303.549988,-0.023012629,-0.023281553
18-08-2021,306.75,0.010541961,0.010486782
20-08-2021,292,-0.04808476,-0.049279281
23-08-2021,291.450012,-0.001883521,-0.001885297
24-08-2021,292.700012,0.0042889,0.004279729
25-08-2021,305.75,0.044584856,0.04361954
26-08-2021,317.25,0.037612428,0.036922332
27-08-2021,321.100006,0.012135559,0.012062513
30-08-2021,328.399994,0.022734313,0.02247974
31-08-2021,327.399994,-0.003045067,-0.003049713
01-09-2021,325.049988,-0.007177783,-0.007203667
02-09-2021,329.100006,0.012459677,0.012382694
03-09-2021,329.399994,0.000911541,0.000911125
06-09-2021,325.850006,-0.010777134,-0.010835628
07-09-2021,320.899994,-0.015191075,-0.015307642
08-09-2021,319.399994,-0.004674353,-0.004685312
09-09-2021,319.75,0.001095823,0.001095223
13-09-2021,318.700012,-0.003283778,-0.003289181
14-09-2021,318.350006,-0.00109823,-0.001098834
15-09-2021,320.899994,0.008010014,0.007978104
16-09-2021,321.049988,0.000467417,0.000467307
17-09-2021,317.75,-0.010278736,-0.010331927
20-09-2021,308.950012,-0.027694691,-0.02808542
21-09-2021,307.200012,-0.005664347,-0.00568045
22-09-2021,310.299988,0.010091067,0.010040492
23-09-2021,306.450012,-0.012407271,-0.012484884
24-09-2021,304.450012,-0.00652635,-0.00654774
27-09-2021,300.149994,-0.014123888,-0.01422458
28-09-2021,302.299988,0.007163065,0.007137532
29-09-2021,304.75,0.008104572,0.008071906
